"doi","period","issn","ut"
"10.1007/s11266-015-9571-5","2016","0957-8765","380152000018"
"10.1007/s11266-016-9680-9","2017","0957-8765","412120500018"
"10.1007/s11266-017-9886-5","2017","0957-8765","416864500016"
"10.1007/s00122-016-2675-5","2016","0040-5752","374478600008"
"10.1007/s00122-016-2685-3","2016","0040-5752","376250300002"
"10.1007/s00122-016-2827-7","2017","0040-5752","395071800001"
"10.1007/s00284-017-1290-2","2017","0343-8651","406599700001"
"10.1007/s00161-015-0491-9","2016","0935-1175","382016900016"
"10.1007/s00161-016-0535-9","2017","0935-1175","392126500015"
"10.1007/s00161-016-0515-0","2017","0935-1175","392126500004"
"10.1007/s00161-015-0447-0","2017","0935-1175","403509700006"
"10.1007/s10799-016-0259-3","2017","1385-951X","410189800003"
"10.1007/s00101-016-0154-7","2016","0003-2417","376245000009"
"10.1007/s00101-016-0169-0","2016","0003-2417","376245000002"
"10.1007/s00101-016-0152-9","2016","0003-2417","377903800005"
"10.1007/s00101-016-0158-3","2016","0003-2417","377903800003"
"10.1007/s00101-016-0199-7","2016","0003-2417","381584100010"
"10.1007/s00101-016-0185-0","2016","0003-2417","381584100011"
"10.1007/s00101-016-0190-3","2016","0003-2417","379735600007"
"10.1007/s00101-016-0229-5","2016","0003-2417","390038500003"
"10.1007/s00101-016-0204-1","2016","0003-2417","383616000001"
"10.1007/s00101-016-0213-0","2016","0003-2417","383616000006"
"10.1007/s00101-016-0216-x","2016","0003-2417","386062700007"
"10.1007/s00101-016-0147-6","2016","0003-2417","374457300001"
"10.1007/s00101-017-0265-9","2017","0003-2417","396038100007"
"10.1007/s00101-016-0239-3","2017","0003-2417","392373400007"
"10.1007/s00101-016-0248-2","2017","0003-2417","392373400005"
"10.1007/s00101-016-0245-5","2017","0003-2417","392373400010"
"10.1007/s00101-017-0321-5","2017","0003-2417","403364400008"
"10.1007/s00101-017-0307-3","2017","0003-2417","407371900009"
"10.1007/s00101-017-0319-z","2017","0003-2417","407371900007"
"10.1007/s00101-017-0299-z","2017","0003-2417","405182200008"
"10.1007/s00101-017-0361-x","2017","0003-2417","414652300005"
"10.1007/s00101-017-0342-0","2017","0003-2417","410659200008"
"10.1007/s00101-017-0327-z","2017","0003-2417","410659200010"
"10.1007/s00101-017-0326-0","2017","0003-2417","410659200004"
"10.1007/s00101-017-0374-5","2017","0003-2417","412920800001"
"10.1007/s00101-017-0280-x","2017","0003-2417","399222900006"
"10.1007/s00408-016-9929-5","2016","0341-2040","385148500016"
"10.1007/s00134-015-4145-y","2016","0342-4642","370198700040"
"10.1007/s11150-016-9342-0","2017","1569-5239","404928000004"
"10.1007/s11150-016-9327-z","2017","1569-5239","399179300007"
"10.1007/s11282-016-0236-x","2016","0911-6028","382851700011"
"10.1007/s12217-015-9458-5","2016","0938-0108","379321900005"
"10.1007/s12217-016-9503-z","2016","0938-0108","379321900012"
"10.1007/s12217-016-9520-y","2016","0938-0108","388134400006"
"10.1007/s12217-017-9536-y","2017","0938-0108","403466000003"
"10.1007/s12217-017-9545-x","2017","0938-0108","403466000007"
"10.1007/s12217-017-9552-y","2017","0938-0108","413105100001"
"10.1007/s12217-017-9560-y","2017","0938-0108","413105100008"
"10.1007/s12072-017-9791-4","2017","1936-0533","398773600001"
"10.1007/s00138-015-0716-8","2016","0932-8092","379708400002"
"10.1007/s00138-016-0776-4","2016","0932-8092","389151100013"
"10.1007/s00138-016-0792-4","2016","0932-8092","388422200007"
"10.1007/s11661-016-3412-z","2016","1073-5623","375330700006"
"10.1007/s11661-016-3542-3","2016","1073-5623","377434700045"
"10.1007/s11661-016-3805-z","2016","1073-5623","387856000037"
"10.1007/s11661-017-4339-8","2017","1073-5623","426864300016"
"10.1007/s00449-016-1601-1","2016","1615-7591","380128700004"
"10.1007/s00449-017-1761-7","2017","1615-7591","403466800002"
"10.1007/s00210-016-1276-9","2016","0028-1298","383665800006"
"10.1007/s00210-017-1346-7","2017","0028-1298","399170600006"
"10.1007/s00442-016-3591-8","2016","0029-8549","376296000021"
"10.1007/s00442-017-3849-9","2017","0029-8549","400369200009"
"10.1007/s00442-017-3900-x","2017","0029-8549","408003400014"
"10.1007/s00442-016-3769-0","2017","0029-8549","394254500013"
"10.1007/s00481-015-0359-3","2016","0935-7335","377439800002"
"10.1007/s00481-016-0420-x","2017","0935-7335","401841500010"
"10.1007/s00481-016-0413-9","2017","0935-7335","401841500004"
"10.1007/s00481-017-0459-3","2017","0935-7335","416533500006"
"10.1007/s00481-017-0454-8","2017","0935-7335","416533500002"
"10.1007/s00481-017-0460-x","2017","0935-7335","416533500001"
"10.1007/s00481-017-0455-7","2017","0935-7335","416533500003"
"10.1007/s00134-016-4266-y","2016","0342-4642","374176700046"
"10.1007/s00134-017-4735-y","2017","0342-4642","412567400038"
"10.1007/s12311-016-0774-0","2017","1473-4222","393586100014"
"10.1007/s12311-017-0874-5","2017","1473-4222","417196600010"
"10.1140/epja/i2016-16057-6","2016","1434-6001","372866900003"
"10.1140/epja/i2016-16138-6","2016","1434-6001","376407600004"
"10.1140/epja/i2016-16034-1","2016","1434-6001","371430300001"
"10.1140/epja/i2016-16174-2","2016","1434-6001","379118000002"
"10.1140/epja/i2016-16242-7","2016","1434-6001","382403100006"
"10.1140/epja/i2016-16217-8","2016","1434-6001","386027300003"
"10.1140/epja/i2016-16337-1","2016","1434-6001","391808900001"
"10.1140/epja/i2016-16284-9","2016","1434-6001","383589800001"
"10.1140/epja/i2017-12214-9","2017","1434-6001","401140600001"
"10.1140/epja/i2017-12326-2","2017","1434-6001","404285500002"
"10.1140/epja/i2017-12328-0","2017","1434-6001","410550000001"
"10.1140/epja/i2017-12428-9","2017","1434-6001","416961200002"
"10.1007/s10048-016-0497-x","2017","1364-6745","392947100002"
"10.1007/s10048-017-0521-9","2017","1364-6745","416416000003"
"10.1007/s00277-015-2512-y","2016","0939-5555","368184100015"
"10.1007/s00277-016-2644-8","2016","0939-5555","375556900014"
"10.1007/s00277-016-2731-x","2016","0939-5555","381113700012"
"10.1007/s00277-017-2941-x","2017","0939-5555","399098300013"
"10.1007/s00277-017-2991-0","2017","0939-5555","402795000013"
"10.1007/s00277-017-3034-6","2017","0939-5555","404207100015"
"10.1007/s00277-017-3000-3","2017","0939-5555","403078900016"
"10.1007/s00277-017-3131-6","2017","0939-5555","415688400008"
"10.1007/s00277-017-3055-1","2017","0939-5555","406779400010"
"10.1007/s00248-017-0950-x","2017","0095-3628","404927500002"
"10.1007/s00191-016-0480-6","2016","0936-9937","385250000001"
"10.1007/s00191-016-0467-3","2017","0936-9937","392031700010"
"10.1007/s00205-015-0938-y","2016","0003-9527","379423900004"
"10.1007/s00205-016-1008-9","2016","0003-9527","383025000003"
"10.1007/s00205-016-0971-5","2016","0003-9527","373744400002"
"10.1007/s13361-016-1441-x","2016","1044-0305","381278500014"
"10.1007/s11627-017-9841-6","2017","1054-5476","413840700011"
"10.1007/s00112-015-3347-2","2016","0026-9298","384811500002"
"10.1007/500112-016-0063-5","2016","0026-9298","377245100008"
"10.1007/s00112-016-0089-8","2016","0026-9298","377244500009"
"10.1007/s00112-016-0126-7","2016","0026-9298","380714500008"
"10.1007/s00112-016-0053-7","2016","0026-9298","379166600010"
"10.1007/s00112-016-0179-7","2016","0026-9298","387480500004"
"10.1007/s00112-016-0079-x","2016","0026-9298","385250900011"
"10.1007/s00112-016-0164-1","2016","0026-9298","385250400013"
"10.1007/s00112-017-0242-z","2017","0026-9298","396045300004"
"10.1007/s00112-016-0216-6","2017","0026-9298","392320500013"
"10.1007/s00112-016-0127-6","2017","0026-9298","392320500014"
"10.1007/s00112-017-0245-9","2017","0026-9298","400596700008"
"10.1007/s00112-017-0271-7","2017","0026-9298","400596700011"
"10.1007/s00112-016-0150-7","2017","0026-9298","394325000006"
"10.1007/s00112-016-0235-3","2017","0026-9298","394325000014"
"10.1007/s00112-017-0289-x","2017","0026-9298","402459800011"
"10.1007/s00112-017-0248-6","2017","0026-9298","402459800007"
"10.1007/s00112-017-0350-9","2017","0026-9298","406786800008"
"10.1007/s00112-017-0257-5","2017","0026-9298","406786800015"
"10.1007/s00112-017-0399-5","2017","0026-9298","417153400005"
"10.1007/s00112-017-0366-1","2017","0026-9298","414344800007"
"10.1007/s00112-016-0197-5","2017","0026-9298","412488300013"
"10.1007/s00112-017-0367-0","2017","0026-9298","412488300015"
"10.1007/s00112-017-0379-9","2017","0026-9298","412488300007"
"10.1140/epje/i2016-16011-0","2016","1292-8941","369330800004"
"10.1140/epje/i2016-16051-4","2016","1292-8941","382471400001"
"10.1140/epje/i2016-16098-1","2016","1292-8941","411331200002"
"10.1007/s00347-015-0068-9","2016","0941-293X","369536200009"
"10.1007/s00347-015-0082-y","2016","0941-293X","411340700001"
"10.1007/s00347-015-0202-8","2016","0941-293X","369535700012"
"10.1007/s00347-015-0114-7","2016","0941-293X","378568100015"
"10.1007/s00347-015-0188-2","2016","0941-293X","381989400014"
"10.1007/s00347-016-0297-6","2016","0941-293X","381989400008"
"10.1007/s00347-016-0310-0","2016","0941-293X","381989400005"
"10.1007/s00347-015-0165-9","2016","0941-293X","381989400013"
"10.1007/s00347-016-0302-0","2016","0941-293X","380044400004"
"10.1007/s00347-016-0223-y","2016","0941-293X","380044400008"
"10.1007/s00347-016-0275-z","2016","0941-293X","387698900007"
"10.1007/s00347-016-0276-y","2016","0941-293X","387698900008"
"10.1007/s00347-016-0351-4","2016","0941-293X","387698900017"
"10.1007/s00347-015-0211-7","2016","0941-293X","386064400008"
"10.1007/s00347-016-0325-6","2016","0941-293X","386064400003"
"10.1007/s00347-016-0342-5","2016","0941-293X","386064700005"
"10.1007/s00347-016-0333-6","2016","0941-293X","386064700008"
"10.1007/s00347-016-0247-3","2016","0941-293X","374375900005"
"10.1007/s00347-016-0249-1","2016","0941-293X","374375900004"
"10.1007/s00347-016-0330-9","2017","0941-293X","397576000017"
"10.1007/s00347-017-0442-x","2017","0941-293X","397576000019"
"10.1007/s00347-016-0366-x","2017","0941-293X","400965300012"
"10.1007/s00347-016-0426-2","2017","0941-293X","400965300004"
"10.1007/s00347-017-0487-x","2017","0941-293X","400965300019"
"10.1007/s00347-016-0430-6","2017","0941-293X","394322700004"
"10.1007/s00347-016-0378-6","2017","0941-293X","403467600011"
"10.1007/s00347-017-0511-1","2017","0941-293X","407569600004"
"10.1007/s00347-016-0401-y","2017","0941-293X","407569600009"
"10.1007/s00347-016-0340-7","2017","0941-293X","405507000013"
"10.1007/s00347-017-0489-8","2017","0941-293X","405507000005"
"10.1007/s00347-016-0396-4","2017","0941-293X","405507000011"
"10.1007/s00347-017-0518-7","2017","0941-293X","405507000021"
"10.1007/s00347-017-0491-1","2017","0941-293X","417533900014"
"10.1007/s00347-017-0549-0","2017","0941-293X","415075900009"
"10.1007/s00347-016-0407-5","2017","0941-293X","409822800013"
"10.1007/s00347-016-0394-6","2017","0941-293X","409822800014"
"10.1007/s00347-017-0547-2","2017","0941-293X","409822800002"
"10.1007/s00347-016-0392-8","2017","0941-293X","409822800016"
"10.1007/s00347-017-0552-5","2017","0941-293X","409822800020"
"10.1007/s00347-017-0461-7","2017","0941-293X","409822800017"
"10.1007/s00347-017-0562-3","2017","0941-293X","412922100017"
"10.1007/s00347-017-0563-2","2017","0941-293X","412922100016"
"10.1007/s00347-016-0362-1","2017","0941-293X","399433600011"
"10.1007/s00586-016-4381-z","2016","0940-6719","374979200001"
"10.1007/s00586-016-4403-x","2016","0940-6719","377016500007"
"10.1007/s00586-016-4651-9","2016","0940-6719","380713300044"
"10.1007/s00586-015-4361-8","2016","0940-6719","378945800030"
"10.1007/s00586-016-4480-x","2016","0940-6719","382699300003"
"10.1007/s00586-016-4744-5","2016","0940-6719","387222800003"
"10.1007/s00586-016-4804-x","2017","0940-6719","392506700004"
"10.1007/s00586-017-5047-1","2017","0940-6719","400360200009"
"10.1007/s00586-017-5145-0","2017","0940-6719","414453700017"
"10.1007/s00586-017-5105-8","2017","0940-6719","412841000003"
"10.1007/s00586-016-4571-8","2017","0940-6719","412841000004"
"10.1007/s00497-016-0276-8","2016","2194-7953","378731200007"
"10.1007/s00412-016-0598-1","2017","0009-5915","401333000006"
"10.1007/s11428-016-0087-4","2016","1860-9716","376448800013"
"10.1007/s11428-016-0082-9","2016","1860-9716","376448800007"
"10.1007/s11428-015-0051-8","2016","1860-9716","370058200006"
"10.1007/s11428-016-0111-8","2016","1860-9716","379757000001"
"10.1007/s11428-016-0125-2","2016","1860-9716","384330600006"
"10.1007/s11428-016-0129-y","2016","1860-9716","384330600003"
"10.1007/s11428-016-0124-3","2016","1860-9716","384330600007"
"10.1007/s11428-016-0132-3","2016","1860-9716","384330600010"
"10.1007/s11428-016-0156-8","2016","1860-9716","390039000009"
"10.1007/s11428-016-0136-z","2016","1860-9716","389801900007"
"10.1007/s11428-016-0148-8","2016","1860-9716","389801900010"
"10.1007/s11428-016-0146-x","2016","1860-9716","389801900001"
"10.1007/s11428-016-0102-9","2016","1860-9716","379013900014"
"10.1007/s11428-016-0096-3","2016","1860-9716","379013900006"
"10.1007/s11428-017-0205-y","2017","1860-9716","400274500007"
"10.1007/s11428-017-0233-7","2017","1860-9716","406238800002"
"10.1007/s11428-016-0180-8","2017","1860-9716","395671800005"
"10.1007/s11428-017-0194-x","2017","1860-9716","395671800012"
"10.1007/s11428-017-0251-5","2017","1860-9716","410885600019"
"10.1007/s11428-017-0277-8","2017","1860-9716","417637700004"
"10.1007/s11428-017-0267-x","2017","1860-9716","413822400010"
"10.1007/s00107-016-1091-5","2017","0018-3768","392318500012"
"10.1007/s00108-015-3806-9","2016","0020-9554","375416400004"
"10.1007/s00108-016-0089-8","2016","0020-9554","381103400002"
"10.1007/s00108-016-0049-3","2016","0020-9554","379181900011"
"10.1007/s00108-016-0105-z","2016","0020-9554","387308900008"
"10.1007/s00108-016-0116-9","2016","0020-9554","382691400006"
"10.1007/s00108-016-0093-z","2016","0020-9554","382691400009"
"10.1007/s00108-016-0188-6","2017","0020-9554","398097800005"
"10.1007/s00108-016-0120-0","2017","0020-9554","393025400008"
"10.1007/s00108-017-0224-1","2017","0020-9554","400357300002"
"10.1007/s00108-017-0229-9","2017","0020-9554","400357300004"
"10.1007/s00108-016-0177-9","2017","0020-9554","394460400006"
"10.1007/s00108-017-0286-0","2017","0020-9554","406640600004"
"10.1007/s00108-017-0258-4","2017","0020-9554","406640100003"
"10.1007/s00108-017-0263-7","2017","0020-9554","406640100007"
"10.1007/s00108-017-0211-6","2017","0020-9554","406640100009"
"10.1007/s00108-017-0205-4","2017","0020-9554","408719900010"
"10.1007/s00108-017-0304-2","2017","0020-9554","408719900001"
"10.1007/s00108-017-0302-4","2017","0020-9554","408719900005"
"10.1007/s00108-017-0204-5","2017","0020-9554","398921300003"
"10.1007/s00108-017-0212-5","2017","0020-9554","398921300007"
"10.1007/s10044-015-0496-9","2016","1433-7541","374172600013"
"10.1007/s11483-017-9504-5","2017","1557-1858","417638600010"
"10.1007/s00113-015-0103-y","2016","0177-5537","368540800014"
"10.1007/s00113-016-0175-3","2016","0177-5537","376409200011"
"10.1007/s00113-016-0166-4","2016","0177-5537","376409200013"
"10.1007/s00113-016-0173-5","2016","0177-5537","376409200017"
"10.1007/s00113-016-0193-1","2016","0177-5537","377439000004"
"10.1007/s00113-014-2642-z","2016","0177-5537","377439000009"
"10.1007/s00113-016-0168-2","2016","0177-5537","377439000005"
"10.1007/s00113-014-2683-3","2016","0177-5537","384740200007"
"10.1007/s00113-016-0206-0","2016","0177-5537","384740200011"
"10.1007/s00113-014-2657-5","2016","0177-5537","384739900006"
"10.1007/s00113-016-0197-x","2016","0177-5537","384739900009"
"10.1007/s00113-016-0252-7","2016","0177-5537","390038900006"
"10.1007/s00113-016-0269-y","2016","0177-5537","390038900001"
"10.1007/s00113-016-0247-4","2016","0177-5537","388801200009"
"10.1007/s00113-016-0224-y","2016","0177-5537","384740800010"
"10.1007/s00113-014-2675-3","2016","0177-5537","384740800012"
"10.1007/s00113-014-2679-z","2016","0177-5537","384740800013"
"10.1007/s00113-016-0212-2","2016","0177-5537","384741300009"
"10.1007/s00113-016-0245-6","2016","0177-5537","384741300007"
"10.1007/s00113-016-0301-2","2017","0177-5537","396116700009"
"10.1007/s00113-017-0322-5","2017","0177-5537","396116700005"
"10.1007/s00113-016-0223-z","2017","0177-5537","393025900016"
"10.1007/s00113-017-0352-z","2017","0177-5537","401124000012"
"10.1007/s00113-017-0391-5","2017","0177-5537","407570500001"
"10.1007/s00113-017-0375-5","2017","0177-5537","405503000003"
"10.1007/s00113-017-0314-5","2017","0177-5537","405503000010"
"10.1007/s00113-016-0266-1","2017","0177-5537","416837700009"
"10.1007/s00113-016-0222-0","2017","0177-5537","412126000006"
"10.1007/s00113-017-0404-4","2017","0177-5537","412126000009"
"10.1007/s00113-017-0406-2","2017","0177-5537","412126000012"
"10.1007/s00113-017-0407-1","2017","0177-5537","412126000010"
"10.1007/s00113-017-0340-3","2017","0177-5537","399099800014"
"10.1007/s12665-016-5869-x","2016","1866-6280","380141500010"
"10.1007/s12665-016-6232-y","2016","1866-6280","388601200002"
"10.1007/s12665-016-5985-7","2016","1866-6280","381986800025"
"10.1007/s12665-016-5972-z","2016","1866-6280","381986800021"
"10.1007/s12665-016-5773-4","2016","1866-6280","378865400028"
"10.1007/s12665-016-5976-8","2016","1866-6280","384333000011"
"10.1007/s12665-016-6039-x","2016","1866-6280","384333000020"
"10.1007/s12665-016-6004-8","2016","1866-6280","382658700009"
"10.1007/s12665-016-5482-z","2016","1866-6280","376589500072"
"10.1007/s12665-016-6327-5","2017","1866-6280","392286300029"
"10.1007/s12665-016-6331-9","2017","1866-6280","393021400015"
"10.1007/s12665-017-6575-z","2017","1866-6280","398451000028"
