"doi","period","issn","ut"
"10.1007/s00106-016-0184-0","2016","0017-6192","381265700007"
"10.1007/s00106-016-0197-8","2016","0017-6192","381265700011"
"10.1007/s00106-016-0187-x","2016","0017-6192","379737300010"
"10.1007/s00106-016-0179-x","2016","0017-6192","379737300004"
"10.1007/s00106-015-0118-2","2016","0017-6192","379737300014"
"10.1007/s00106-016-0282-z","2016","0017-6192","389350400005"
"10.1007/s00106-016-0280-1","2016","0017-6192","389350400001"
"10.1007/s00106-016-0145-7","2016","0017-6192","382707400010"
"10.1007/s00106-016-0244-5","2016","0017-6192","385662900009"
"10.1007/s00106-016-0246-3","2016","0017-6192","385662900010"
"10.1007/s00106-016-0204-0","2016","0017-6192","385662900013"
"10.1007/s00106-016-0303-y","2017","0017-6192","398093100011"
"10.1007/s00106-016-0232-9","2017","0017-6192","398093100012"
"10.1007/s00106-016-0299-3","2017","0017-6192","398093100004"
"10.1007/s00106-016-0207-x","2017","0017-6192","393029400008"
"10.1007/s00106-016-0286-8","2017","0017-6192","393029400016"
"10.1007/s00106-016-0213-z","2017","0017-6192","393029400014"
"10.1007/s00106-016-0201-3","2017","0017-6192","402826100006"
"10.1007/s00106-017-0361-9","2017","0017-6192","402826100013"
"10.1007/s00106-017-0340-1","2017","0017-6192","402826100011"
"10.1007/s00106-017-0343-y","2017","0017-6192","402825300006"
"10.1007/s00106-017-0355-7","2017","0017-6192","402825300009"
"10.1007/s00106-017-0336-x","2017","0017-6192","402825300014"
"10.1007/s00106-016-0313-9","2017","0017-6192","407315600008"
"10.1007/s00106-016-0304-x","2017","0017-6192","405559500004"
"10.1007/s00106-017-0389-x","2017","0017-6192","416536800004"
"10.1007/s00106-016-0318-4","2017","0017-6192","407589100007"
"10.1007/s00106-017-0362-8","2017","0017-6192","407589100010"
"10.1007/s00106-016-0265-0","2017","0017-6192","407590800009"
"10.1007/s00106-016-0321-9","2017","0017-6192","409830000010"
"10.1007/s00106-016-0228-5","2017","0017-6192","409830000008"
"10.1007/s00106-016-0125-y","2017","0017-6192","409830000005"
"10.1007/s00106-016-0295-7","2017","0017-6192","409830000006"
"10.1007/s11090-016-9778-2","2017","0272-4324","399165200002"
"10.1007/s11090-017-9832-8","2017","0272-4324","407131900001"
"10.1007/s11090-017-9785-y","2017","0272-4324","395207100001"
"10.1007/s10096-017-3000-1","2017","0934-9723","410836300017"
"10.1007/s10096-017-2997-5","2017","0934-9723","410836300014"
"10.3758/s13414-016-1111-x","2016","1943-3921","381223700004"
"10.3758/s13414-016-1229-x","2017","1943-3921","391476400006"
"10.3758/s13414-016-1267-4","2017","1943-3921","394334100001"
"10.3758/s13414-017-1385-7","2017","1943-3921","414337800013"
"10.1007/s00339-017-0785-9","2017","0947-8396","394314600005"
"10.1007/s00339-017-1000-8","2017","0947-8396","400753100074"
"10.1007/s00339-016-0753-9","2017","0947-8396","394313600011"
"10.1007/s00339-017-1088-x","2017","0947-8396","404632300011"
"10.1007/s00339-017-1316-4","2017","0947-8396","413562200025"
"10.1007/s00339-017-1282-x","2017","0947-8396","412774600061"
"10.1007/s00339-017-0756-1","2017","0947-8396","397581200010"
"10.1007/s00397-016-0988-6","2017","0035-4511","392531800003"
"10.1007/s00224-015-9644-2","2016","1432-4350","380048400006"
"10.1007/s00224-015-9656-y","2016","1432-4350","380048400004"
"10.1007/s00224-016-9682-4","2017","1432-4350","402462000004"
"10.1007/s00224-016-9712-2","2017","1432-4350","405315000006"
"10.1007/s00224-017-9790-9","2017","1432-4350","412926800014"
"10.1007/s00431-016-2781-z","2016","0340-6199","390040500001"
"10.1007/s00431-016-2750-6","2016","0340-6199","382696500002"
"10.1007/s00431-016-2767-x","2016","0340-6199","385145600007"
"10.1007/s00431-017-2958-0","2017","0340-6199","405598200018"
"10.1007/s00431-017-2991-z","2017","0340-6199","410752800005"
"10.1007/s00146-015-0635-2","2016","0951-5666","390874900015"
"10.1007/s00146-015-0612-9","2017","0951-5666","400788600007"
"10.1007/s00270-015-1187-z","2016","0174-1551","367455700021"
"10.1007/s00270-017-1588-2","2017","0174-1551","400443200009"
"10.1007/s00270-017-1591-7","2017","0174-1551","400443200011"
"10.1007/s00270-017-1735-9","2017","0174-1551","407079600001"
"10.1007/s11692-015-9330-y","2016","0071-3260","388946900004"
"10.1007/s00380-015-0771-0","2016","0910-8327","385661500012"
"10.1007/s00380-016-0897-8","2017","0910-8327","399101100006"
"10.1140/epjd/e2016-70174-9","2016","1434-6060","382739000002"
"10.1007/s10098-016-1208-x","2016","1618-954X","384470700003"
"10.1007/s10589-015-9803-z","2016","0926-6003","374167700009"
"10.1007/s10589-016-9843-z","2016","0926-6003","387773500002"
"10.1007/s10589-015-9786-9","2016","0926-6003","385183100008"
"10.1245/s10434-016-5306-0","2016","1068-9265","385155900027"
"10.1007/s00234-016-1665-2","2016","0028-3940","376676600004"
"10.1007/s00234-016-1716-8","2016","0028-3940","385065100007"
"10.1007/s00234-017-1802-6","2017","0028-3940","398030700012"
"10.1007/s00234-017-1800-8","2017","0028-3940","398029600002"
"10.1007/s00234-017-1920-1","2017","0028-3940","415316300007"
"10.1007/s00202-016-0425-y","2016","0948-7921","388180500005"
"10.1007/s00202-016-0418-x","2016","0948-7921","388180500003"
"10.1007/s00202-016-0432-z","2017","0948-7921","394984100037"
"10.1007/s00202-016-0393-2","2017","0948-7921","401692600018"
"10.1007/s10562-015-1684-3","2016","1011-372X","372264300001"
"10.1007/s10562-016-1919-y","2017","1011-372X","394359600018"
"10.3758/s13415-017-0530-z","2017","1530-7026","411571500009"
"10.1007/s10163-014-0320-4","2016","1438-4957","367456900012"
"10.1007/s10163-016-0551-7","2017","1438-4957","403707200013"
"10.1007/s00410-017-1363-z","2017","0010-7999","403544100013"
"10.1007/s00410-017-1388-3","2017","0010-7999","407843900010"
"10.1007/s11747-016-0510-9","2017","0092-0703","411252800006"
"10.1007/s11747-016-0505-6","2017","0092-0703","413016200004"
"10.1007/s00344-016-9650-x","2017","0721-7595","405430700015"
"10.1007/s12064-016-0238-6","2017","1431-7613","403573400003"
"10.1007/s10049-015-0108-7","2016","1434-6222","370053400006"
"10.1007/s10049-016-0163-8","2016","1434-6222","380707400004"
"10.1007/s10049-016-0152-y","2016","1434-6222","380707400010"
"10.1007/s10049-016-0140-2","2016","1434-6222","382949800004"
"10.1007/s10049-016-0179-0","2016","1434-6222","389409500007"
"10.1007/s10049-016-0171-8","2016","1434-6222","385044600011"
"10.1007/s10049-016-0131-3","2016","1434-6222","385044600006"
"10.1007/s10049-017-0266-x","2017","1434-6222","406366500007"
"10.1007/s10049-016-0227-9","2017","1434-6222","406366500005"
"10.1007/s10049-017-0269-7","2017","1434-6222","397566800005"
"10.1007/s10049-017-0362-y","2017","1434-6222","413977300009"
"10.1007/s00103-015-2262-y","2016","1436-9990","367517500013"
"10.1007/s00103-016-2332-9","2016","1436-9990","375059900005"
"10.1007/s00103-015-2276-5","2016","1436-9990","368718200003"
"10.1007/s00103-015-2283-6","2016","1436-9990","368718200010"
"10.1007/s00103-016-2359-y","2016","1436-9990","379171600008"
"10.1007/s00103-016-2352-5","2016","1436-9990","379171600011"
"10.1007/s00103-016-2383-y","2016","1436-9990","380691800009"
"10.1007/s00103-016-2361-4","2016","1436-9990","379171800009"
"10.1007/s00103-016-2363-2","2016","1436-9990","379171800014"
"10.1007/s00103-016-2366-z","2016","1436-9990","379171800002"
"10.1007/s00103-016-2373-0","2016","1436-9990","379171800013"
"10.1007/s00103-016-2462-0","2016","1436-9990","388970700008"
"10.1007/s00103-016-2445-1","2016","1436-9990","387087800003"
"10.1007/s00103-016-2452-2","2016","1436-9990","387087800009"
"10.1007/s00103-016-2419-3","2016","1436-9990","382173100001"
"10.1007/s00103-016-2405-9","2016","1436-9990","382173100013"
"10.1007/s00103-016-2409-5","2016","1436-9990","382173100019"
"10.1007/s00103-016-2408-6","2016","1436-9990","382173100009"
"10.1007/s00103-016-2436-2","2016","1436-9990","387087100003"
"10.1007/s00103-016-2324-9","2016","1436-9990","373140500016"
"10.1007/s00103-016-2313-z","2016","1436-9990","373140500005"
"10.1007/s00103-016-2505-6","2017","1436-9990","394987900011"
"10.1007/s40328-015-0136-2","2016","2213-5812","388105500007"
"10.1007/s00125-016-4060-y","2016","0012-186X","383122800011"
"10.1007/s00125-016-3891-x","2016","0012-186X","371802700005"
"10.1007/s00125-017-4223-5","2017","0012-186X","398997400017"
"10.1007/s00125-017-4290-7","2017","0012-186X","404354900020"
"10.1007/s00125-017-4254-y","2017","0012-186X","402553400023"
"10.1007/s00454-016-9799-x","2016","0179-5376","382692600008"
"10.1007/s00454-016-9788-0","2016","0179-5376","380668700007"
"10.1007/s00454-017-9937-0","2017","0179-5376","413958900001"
"10.1007/s00454-016-9851-x","2017","0179-5376","395193000002"
"10.1007/s00454-016-9830-2","2017","0179-5376","393700000009"
"10.1007/s00103-017-2531-z","2017","1436-9990","400093800006"
"10.1007/s00103-017-2550-9","2017","1436-9990","402394600008"
"10.1007/s00103-017-2543-8","2017","1436-9990","402394600006"
"10.1007/s00103-017-2572-3","2017","1436-9990","406407700009"
"10.1007/s00103-017-2582-1","2017","1436-9990","426204900001"
"10.1007/s00103-017-2573-2","2017","1436-9990","426868800001"
"10.1007/s00103-017-2642-6","2017","1436-9990","416357200007"
"10.1007/s00103-017-2620-z","2017","1436-9990","414143300005"
"10.1007/s00103-017-2614-x","2017","1436-9990","408343300001"
"10.1007/s00103-017-2598-6","2017","1436-9990","408343300006"
"10.1007/s00103-017-2602-1","2017","1436-9990","408343300002"
"10.1007/s00103-017-2519-8","2017","1436-9990","398886400009"
"10.1007/s00103-017-2518-9","2017","1436-9990","398886400010"
"10.1007/s00427-016-0553-4","2016","0949-944X","377362100012"
"10.1007/s00427-017-0593-4","2017","0949-944X","410737300004"
"10.1007/s10343-016-0364-6","2016","0367-4223","384773500002"
"10.1007/s00268-016-3520-3","2016","0364-2313","384405600003"
"10.1007/s00268-017-3986-7","2017","0364-2313","405315900005"
"10.1007/s00268-017-4043-2","2017","0364-2313","413114900042"
"10.1007/s00268-016-3813-6","2017","0364-2313","397585400017"
"10.1007/s10035-017-0731-8","2017","1434-5021","405692600001"
"10.1007/s10035-017-0751-4","2017","1434-5021","410238800003"
"10.1007/s12678-015-0275-9","2016","1868-2529","371525800002"
"10.1007/s10021-017-0128-x","2017","1432-9840","417063300008"
"10.1007/s12665-017-6387-1","2017","1866-6280","393021400035"
"10.1007/s11097-015-9449-4","2017","1568-7759","400769400006"
"10.1007/s00428-015-1890-9","2016","0945-6317","373160700004"
"10.1007/s00428-017-2230-z","2017","0945-6317","414511700015"
"10.1007/s00117-015-0075-5","2016","0033-832X","372430900003"
"10.1007/s00117-015-0069-3","2016","0033-832X","372431600004"
"10.1007/s00117-016-0114-x","2016","0033-832X","377907300002"
"10.1007/s00117-016-0121-y","2016","0033-832X","381398400009"
"10.1007/s00117-016-0186-7","2016","0033-832X","390038400009"
"10.1007/s00117-016-0150-6","2016","0033-832X","385170400007"
"10.1007/s00117-016-0159-x","2016","0033-832X","385169300002"
"10.1007/s00117-016-0094-x","2016","0033-832X","373702400005"
"10.1007/s00117-017-0211-5","2017","0033-832X","398035600010"
"10.1007/s00117-017-0213-3","2017","0033-832X","398035600005"
"10.1007/s00117-017-0221-3","2017","0033-832X","410967500001"
"10.1007/s00117-016-0200-0","2017","0033-832X","394256900005"
"10.1007/s00117-017-0261-8","2017","0033-832X","403046500001"
"10.1007/s00117-017-0250-y","2017","0033-832X","403046500009"
"10.1007/s00117-017-0278-z","2017","0033-832X","407239900001"
"10.1007/s00117-017-0249-4","2017","0033-832X","404992100004"
"10.1007/s00117-017-0301-4","2017","0033-832X","414762700008"
"10.1007/s00117-017-0284-1","2017","0033-832X","409824300009"
"10.1007/s00117-017-0289-9","2017","0033-832X","412818800006"
"10.1007/s00439-016-1676-4","2016","0340-6717","377364300012"
"10.1007/s00439-017-1757-z","2017","0340-6717","394359900003"
"10.1007/s00439-017-1759-x","2017","0340-6717","400858700002"
"10.1007/s00439-017-1795-6","2017","0340-6717","403368400002"
"10.1007/s11419-016-0322-0","2016","1860-8965","379164800014"
"10.1007/s10801-015-0662-6","2016","0925-9899","378890200009"
"10.1007/s00402-015-2334-3","2016","0936-8051","367752400010"
"10.1007/s00402-015-2352-1","2016","0936-8051","367752400006"
"10.1007/s00402-015-2363-y","2016","0936-8051","367752400019"
"10.1007/s00402-016-2465-1","2016","0936-8051","378564500012"
"10.1007/s00402-016-2472-2","2016","0936-8051","378564500017"
"10.1007/s00402-016-2494-9","2016","0936-8051","382009600001"
"10.1007/s00402-016-2529-2","2016","0936-8051","383704800019"
"10.1007/s00402-016-2509-6","2016","0936-8051","383704800015"
"10.1007/s00402-016-2539-0","2016","0936-8051","383704800020"
"10.1007/s00402-016-2601-y","2017","0936-8051","392122400017"
"10.1007/s00402-017-2695-x","2017","0936-8051","405665000010"
"10.1007/s00402-017-2702-2","2017","0936-8051","405665000003"
"10.1007/s00402-017-2763-2","2017","0936-8051","413220300003"
"10.1007/s10278-016-9915-8","2017","0897-1889","393689700013"
"10.1007/s10120-015-0532-x","2016","1436-3291","367260300040"
"10.1007/s11558-016-9255-y","2016","1559-7431","380686100005"
"10.1007/s40368-015-0218-4","2016","1818-6300","382219800002"
"10.1007/s11664-016-4459-8","2016","0361-5235","375074700002"
"10.1007/s11664-016-4523-4","2016","0361-5235","381080000007"
"10.1007/s11664-016-4820-y","2017","0361-5235","391126900012"
"10.1007/s10198-015-0693-x","2016","1618-7598","376299600009"
"10.1007/s10198-016-0829-7","2017","1618-7598","406690000003"
"10.1007/s10444-016-9512-x","2017","1019-7168","414687000003"
"10.1007/s11409-015-9151-5","2016","1556-1623","374105500004"
"10.1007/s11837-015-1748-2","2016","1047-4838","367102800015"
"10.1007/s11837-016-2197-2","2017","1047-4838","395019500017"
"10.1007/s11837-017-2534-0","2017","1047-4838","416178400021"
"10.1007/s11914-017-0356-1","2017","1544-2241","402061800001"
"10.1007/s00165-017-0424-4","2017","0934-5043","404155400002"
"10.1007/s12160-016-9858-9","2017","0883-6612","401922100014"
"10.1007/s00283-016-9650-5","2016","0343-6993","383674200009"
"10.1007/s00283-016-9628-3","2016","0343-6993","383674700010"
"10.1007/s00283-016-9662-1","2016","0343-6993","388973600008"
"10.1007/s10701-017-0079-2","2017","0015-9018","399703100001"
"10.1007/s11764-016-0579-7","2017","1932-2259","398471600005"
"10.1007/s11307-016-0958-5","2016","1536-1632","376623600001"
"10.1007/s11307-016-0975-4","2017","1536-1632","392205000014"
"10.1007/s11307-016-0978-1","2017","1536-1632","392205000016"
"10.1007/s10290-016-0250-4","2016","1610-2878","378900900004"
"10.1007/s10290-017-0289-x","2017","1610-2878","414700600004"
"10.1007/s10290-017-0296-y","2017","1610-2878","414700600001"
"10.1007/s00132-016-3257-6","2016","0085-4530","376099600007"
"10.1007/s00132-016-3291-4","2016","0085-4530","382403000006"
"10.1007/s00132-016-3301-6","2016","0085-4530","388972900001"
"10.1007/s00132-016-3310-5","2016","0085-4530","385657000004"
"10.1007/s00132-016-3321-2","2016","0085-4530","385658000011"
"10.1007/s00132-016-3326-x","2016","0085-4530","385658000004"
"10.1007/s00132-016-3323-0","2016","0085-4530","385658000001"
"10.1007/s00132-016-3244-y","2016","0085-4530","374174200001"
"10.1007/s00132-016-3371-5","2017","0085-4530","398109700003"
"10.1007/s00132-016-33457","2017","0085-4530","398109700005"
"10.1007/s00132-017-3397-3","2017","0085-4530","398109700013"
"10.1007/s00132-016-3365-3","2017","0085-4530","392312400006"
"10.1007/s00132-016-3380-4","2017","0085-4530","394313700006"
"10.1007/s00132-017-3424-4","2017","0085-4530","403428700003"
"10.1007/s00132-017-3432-4","2017","0085-4530","403428700006"
"10.1007/s00132-017-3425-3","2017","0085-4530","403428700001"
"10.1007/s00132-017-3429-z","2017","0085-4530","403428700004"
"10.1007/s00132-017-3453-z","2017","0085-4530","407311200011"
"10.1007/s00132-017-3457-8","2017","0085-4530","414501500011"
"10.1007/s00132-017-3470-y","2017","0085-4530","414501500007"
"10.1007/s00132-017-3405-7","2017","0085-4530","399239200001"
"10.1007/s00132-016-3351-9","2017","0085-4530","399239200009"
"10.1007/s00425-017-2719-3","2017","0032-0935","411193600005"
"10.1007/s00158-017-1661-0","2017","1615-147X","404152800014"
"10.1007/s11481-016-9701-x","2016","1557-1890","387362000013"
"10.1007/s11069-016-2726-x","2017","0921-030X","394328400023"
"10.1007/s11069-016-2437-3","2017","0921-030X","395078700002"
"10.1007/s11306-016-0958-0","2016","1573-3882","372156000013"
"10.1007/s11306-016-1112-8","2016","1573-3882","385356700004"
"10.1007/s00359-016-1115-y","2016","0340-7594","383469500003"
"10.1007/s00359-017-1186-4","2017","0340-7594","406793400001"
"10.1007/s00359-017-1160-1","2017","0340-7594","406794100008"
"10.1007/s00359-017-1166-8","2017","0340-7594","406794100004"
"10.1007/s00761-015-3046-6","2016","0947-8965","371253800007"
"10.1007/s00761-016-0016-6","2016","0947-8965","374972000001"
"10.1007/s00761-016-0037-1","2016","0947-8965","374972000010"
"10.1007/s00761-016-0041-5","2016","0947-8965","376912000013"
"10.1007/s00761-016-0043-3","2016","0947-8965","376912000002"
"10.1007/s00761-016-0066-9","2016","0947-8965","380670100012"
"10.1007/s00761-016-0081-x","2016","0947-8965","380670100009"
"10.1007/s00761-016-0059-8","2016","0947-8965","380670100006"
"10.1007/s00761-016-0069-6","2016","0947-8965","380669900007"
"10.1007/s00761-016-0114-5","2016","0947-8965","387128400013"
"10.1007/s00761-016-0084-7","2016","0947-8965","385166300009"
"10.1007/s00761-016-0064-y","2016","0947-8965","385166300015"
"10.1007/s00761-016-0108-3","2016","0947-8965","385166900002"
"10.1007/s00761-016-0077-6","2016","0947-8965","385166900012"
"10.1007/s00761-016-0091-8","2016","0947-8965","385166900003"
"10.1007/s00761-016-0021-9","2016","0947-8965","374972600004"
"10.1007/s00761-016-0132-3","2017","0947-8965","394989800016"
"10.1007/s00761-016-0169-3","2017","0947-8965","394989800008"
"10.1007/s00761-016-0166-6","2017","0947-8965","392386100004"
"10.1007/s00761-016-0164-8","2017","0947-8965","399878200013"
"10.1007/s00761-016-0171-9","2017","0947-8965","394156200002"
"10.1007/s00761-017-0207-9","2017","0947-8965","402127400003"
"10.1007/s00761-017-0222-x","2017","0947-8965","402127400007"
"10.1007/s00761-017-0232-8","2017","0947-8965","402127400011"
"10.1007/s00761-017-0254-2","2017","0947-8965","406331800001"
"10.1007/s00761-017-0189-7","2017","0947-8965","406331800014"
"10.1007/s00761-017-0234-6","2017","0947-8965","406332800008"
"10.1007/s00761-017-0255-1","2017","0947-8965","416358900005"
"10.1007/s00761-017-0206-x","2017","0947-8965","416358900008"
"10.1007/s00761-017-0265-z","2017","0947-8965","408101200006"
"10.1007/s00761-017-0259-x","2017","0947-8965","408101200008"
"10.1007/s00761-017-0272-0","2017","0947-8965","408101200003"
"10.1007/s00761-017-0270-2","2017","0947-8965","411901500003"
"10.1007/s00761-016-0161-y","2017","0947-8965","398726000004"
"10.1007/s00761-017-0183-0","2017","0947-8965","398726000012"
"10.1007/s13524-017-0576-0","2017","0070-3370","403591300008"
"10.1007/s00103-016-2458-9","2016","1436-9990","388970700005"
"10.1007/s00451-016-0243-x","2016","0178-7667","384400900006"
"10.1007/s10182-015-0260-x","2016","1863-8171","380040900003"
"10.1007/s10182-015-0262-8","2016","1863-8171","380040900005"
"10.1007/s10182-015-0264-6","2016","1863-8171","385155800001"
"10.1007/s00423-016-1398-z","2016","1435-2443","377444600014"
"10.1007/s00423-015-1343-6","2016","1435-2443","371405800010"
"10.1007/s00423-015-1353-4","2016","1435-2443","371405800002"
"10.1007/s00423-016-1445-9","2016","1435-2443","390032200013"
"10.1007/s00423-016-1428-x","2016","1435-2443","377444900015"
"10.1007/s00423-017-1579-4","2017","1435-2443","400365500007"
"10.1007/s00423-017-1595-4","2017","1435-2443","405515900011"
"10.1007/s00423-017-1558-9","2017","1435-2443","401788500003"
"10.1007/s11365-016-0404-9","2017","1554-7191","394301700010"
"10.1007/s10943-015-0152-0","2016","0022-4197","376880500030"
"10.1007/s11695-015-2004-0","2016","0960-8923","380240400019"
"10.1007/s11695-016-2266-1","2016","0960-8923","380240400046"
"10.1007/s11695-016-2315-9","2017","0960-8923","394424100015"
"10.1007/s11695-016-2253-6","2017","0960-8923","391493100012"
"10.1007/s11695-017-2629-2","2017","0960-8923","407971600022"
"10.1007/s11695-017-2610-0","2017","0960-8923","398070900043"
"10.1007/s00256-015-2236-z","2016","0364-2348","365770000005"
"10.1007/s00256-015-2268-4","2016","0364-2348","365770000018"
"10.1007/s00411-016-0651-8","2016","0301-634X","380241800002"
"10.1007/s00411-016-0659-0","2016","0301-634X","380241800004"
"10.1007/s00484-015-1099-2","2016","0020-7128","380677700018"
"10.1007/s00484-016-1166-3","2016","0020-7128","387273200014"
"10.1007/s00787-015-0775-4","2016","1018-8827","377188600004"
"10.1007/s00787-015-0810-5","2016","1018-8827","380669700008"
"10.1007/s00787-016-0847-0","2016","1018-8827","387279600009"
"10.1007/s00787-016-0819-4","2016","1018-8827","382032200010"
"10.1007/s00787-017-0942-x","2017","1018-8827","404571300002"
"10.1007/s00787-016-0900-z","2017","1018-8827","398820500006"
"10.1007/s10955-017-1756-4","2017","0022-4715","398740300002"
"10.1007/s10955-017-1781-3","2017","0022-4715","401860500011"
"10.1007/s10955-016-1677-7","2017","0022-4715","392060100001"
"10.1007/s00299-016-1988-9","2016","0721-7714","377936300009"
"10.1007/s00348-016-2223-8","2016","0723-4864","381264700013"
"10.1007/s00348-016-2203-z","2016","0723-4864","380230600009"
"10.1007/s00348-016-2241-6","2016","0723-4864","384215700016"
"10.1007/s00348-016-2242-5","2016","0723-4864","388116000007"
"10.1007/s12350-017-0958-0","2017","1071-3581","416345300017"
"10.1007/s00300-015-1797-6","2016","0722-4060","374662500006"
"10.1007/s00300-016-1895-0","2016","0722-4060","390068600007"
"10.1007/s00300-015-1887-5","2016","0722-4060","384551500011"
"10.1007/s00300-016-2005-z","2016","0722-4060","384551800013"
"10.1007/s00300-015-1808-7","2016","0722-4060","374662100001"
"10.1007/s00300-016-2030-y","2017","0722-4060","402123800009"
"10.1007/s00300-017-2155-7","2017","0722-4060","418386500009"
"10.1007/s00414-015-1305-0","2016","0937-9827","374306800023"
"10.1007/s00414-016-1357-9","2016","0937-9827","382003900016"
"10.1007/s00414-016-1350-3","2016","0937-9827","382003900002"
"10.1007/s00414-016-1407-3","2016","0937-9827","382003900035"
"10.1007/s00414-016-1437-x","2016","0937-9827","385179300028"
"10.1007/s00414-016-1523-0","2017","0937-9827","399218800014"
"10.1007/s00414-017-1609-3","2017","0937-9827","407735100013"
"10.1007/s00414-017-1593-7","2017","0937-9827","412821200009"
"10.1007/s00414-017-1632-4","2017","0937-9827","412821200015"
"10.1007/s00414-017-1533-6","2017","0937-9827","404662500021"
"10.1007/s00233-015-9719-z","2016","0037-1912","376249400006"
"10.1007/s00233-016-9781-1","2017","0037-1912","401146900001"
"10.1007/s11102-016-0750-1","2016","1386-341X","387114400007"
"10.1007/s11102-016-0722-5","2016","1386-341X","379350000011"
"10.1007/s11244-016-0682-z","2016","1022-5528","388825200017"
"10.1007/s11244-016-0589-8","2016","1022-5528","379830300035"
"10.1007/s11244-016-0575-1","2016","1022-5528","379830300020"
"10.1007/s11244-016-0687-7","2016","1022-5528","388825800002"
"10.1007/s11244-016-0597-8","2017","1022-5528","399024800001"
"10.1007/s11244-016-0605-z","2017","1022-5528","399024800009"
"10.1007/s00006-015-0608-z","2016","0188-7009","387080300009"
"10.1007/s00006-016-0689-3","2017","0188-7009","408268200008"
"10.1007/s00006-016-0647-0","2017","0188-7009","396031500015"
"10.1007/s00048-017-0174-7","2017","0036-6978","408705600002"
"10.1007/s00048-017-0166-7","2017","0036-6978","399926100002"
"10.1007/s10959-016-0699-z","2017","0894-9840","415378500011"
"10.1007/s10753-016-0412-5","2016","0360-3997","383600400018"
"10.1007/s10753-016-0441-0","2016","0360-3997","388106800020"
"10.1007/s10753-017-0627-0","2017","0360-3997","413812900005"
"10.1007/s11085-016-9636-x","2016","0030-770X","382939500008"
"10.1007/s11085-016-9625-0","2016","0030-770X","379175000001"
"10.1007/s11085-017-9736-2","2017","0030-770X","409975000006"
"10.1007/s11249-016-0728-1","2016","1023-8883","382392200013"
"10.1007/s11249-017-0855-3","2017","1023-8883","401437000040"
"10.1007/s11249-017-0912-y","2017","1023-8883","411059900014"
"10.1007/s00013-016-0928-9","2016","0003-889X","386605400012"
"10.1007/s00013-017-1061-0","2017","0003-889X","408094300002"
"10.1007/s00013-017-1054-z","2017","0003-889X","406035000004"
"10.1007/s00013-016-0992-1","2017","0003-889X","395180800009"
"10.1007/s00011-016-0971-9","2016","1023-3830","385178300004"
"10.1007/s00011-017-1075-x","2017","1023-3830","410741000010"
"10.1007/s10803-016-2828-z","2016","0162-3257","381266800001"
"10.1007/s10875-017-0377-7","2017","0271-9142","399450700002"
"10.1007/s10875-017-0411-9","2017","0271-9142","407597600001"
"10.1007/s00010-015-0369-8","2016","0001-9054","380106700003"
"10.1007/s00023-016-0496-3","2016","1424-0637","387489500004"
"10.1007/s00023-017-0572-3","2017","1424-0637","404144400004"
"10.1007/s00023-017-0607-9","2017","1424-0637","414330400004"
"10.1007/s10862-016-9578-2","2017","0882-2689","401744500012"
"10.1007/s10953-017-0675-y","2017","0095-9782","413118800014"
"10.1007/s00028-017-0382-6","2017","1424-3199","415025800010"
"10.1007/s00028-016-0375-x","2017","1424-3199","415025800001"
"10.1007/s00024-016-1444-3","2017","0033-4553","400109500015"
"10.1007/s10905-017-9628-y","2017","0892-7553","406880400008"
"10.1007/s10921-016-0363-7","2016","0195-9298","411315300006"
"10.1007/s10921-016-0334-z","2016","0195-9298","373158100017"
"10.1007/s10936-017-9494-y","2017","0090-6905","411879700013"
"10.1007/s10936-017-9511-1","2017","0090-6905","413761400014"
"10.1007/s10508-014-0399-7","2016","0004-0002","367694500020"
"10.1007/s10508-016-0729-z","2016","0004-0002","376086500010"
"10.1007/s10508-016-0839-7","2017","0004-0002","416530400020"
"10.1007/s00018-016-2199-9","2016","1420-682X","377775800001"
"10.1007/s00018-016-2208-z","2016","1420-682X","377775800021"
"10.1007/s00018-015-2003-2","2016","1420-682X","368077900012"
"10.1007/s00018-016-2227-9","2016","1420-682X","377777600003"
"10.1007/s00018-015-2084-y","2016","1420-682X","374397700009"
"10.1007/s00018-016-2355-2","2017","1420-682X","393024800011"
"10.1007/s00029-015-0219-5","2016","1022-1824","379167300008"
"10.1007/s00038-015-0755-y","2016","1661-8556","378730500002"
"10.1007/s00038-017-1038-6","2017","1661-8556","414502100001"
"10.1007/s10909-015-1408-5","2016","0022-2291","378689800014"
"10.1007/s10909-016-1534-8","2016","0022-2291","378689800043"
"10.1007/s00003-016-1084-7","2017","1661-5751","396912100007"
"10.1007/s00003-016-1068-7","2017","1661-5751","396912100015"
"10.1007/s00003-016-1055-z","2016","1661-5751","392810200010"
"10.1007/s11064-015-1688-9","2016","0364-3190","371412800005"
"10.1007/s11064-015-1735-6","2016","0364-3190","373860300006"
"10.1007/s11064-016-2007-9","2017","0364-3190","398044200019"
"10.1007/s11064-016-2025-7","2017","0364-3190","405329600010"
"10.1007/s11064-017-2343-4","2017","0364-3190","411172700005"
"10.1007/s11064-017-2299-4","2017","0364-3190","411172700001"
"10.1007/s00030-016-0386-x","2016","1021-9722","378937300010"
"10.1007/s00030-016-0390-1","2016","1021-9722","378937300014"
"10.1007/s00030-016-0395-9","2016","1021-9722","382114900002"
"10.1007/s00030-017-0476-4","2017","1021-9722","411147700003"
"10.1007/s00030-017-0439-9","2017","1021-9722","399892900006"
